product_category,product_colour,product_currency,product_description,product_link,product_name,product_price,product_region,product_size,product_time
Nouveautés,or,€,"Véritable clin d'œil à la tradition de la Maison, ces boutons de manchette arborent l'emblématique forme Safety Pin et sont ornés d'une petite breloque Medusa. Tous les bijoux Versace sont garantis sans nickel ni plomb. Tous les matériaux sont hypoallergéniques.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/boutons-de-manchette-safety-pin-d00h/DG78022-DJMT_DTU_UNICA_D00H__.html?cgid=210000,Boutons de manchette Safety Pin,170 €,France,no available,2020-03-30 20:00:56.343709
Nouveautés,noir,€,"Confectionné en cuir souple, ce bracelet à boucle se pare d'une fermeture à boucle Safety Pin. Tous les bijoux Versace sont garantis sans nickel ni plomb. Tous les matériaux sont hypoallergéniques.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/bracelet-en-cuir-safety-pin-d41oh/DG08030-DMTN_DTU_UNICA_D41OH__.html?cgid=210000,Bracelet en cuir Safety Pin,320 €,France,no available,2020-03-30 20:00:56.377658
Nouveautés,or,€,Cette audacieuse bague rappelle la forme emblématique Safety Pin. Tous les bijoux Versace sont garantis sans nickel ni plomb. Tous les matériaux sont hypoallergéniques.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/bague-safety-pin-d00h/DG57931-DJMT_D00H.html?cgid=210000,Bague Safety Pin,190 €,France,"13,15,17,19,21,23,25,27,29",2020-03-30 20:00:56.413128
Nouveautés,noir,€,"Confectionné en cuir de veau souple, ce sac fourre-tout se distingue par une fermeture Safety Pin dorée. Sorti des podiums, ce modèle arbore une doublure en coton et une poche intérieure zippée.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/fourre-tout-safety-pin-k41ot/DFB7942-DVT02_DTU_UNICA_K41OT__.html?cgid=210000,Fourre-tout Safety Pin,1.790 €,France,no available,2020-03-30 20:00:56.452257
Nouveautés,animalier,€,"En jersey de viscose léger, cette chemise ajustée présente un motif jaguar parsemé de la signature de Gianni Versace en cristaux.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/chemise-a-imprime-pop-animalier-a7804/A85523-A233831_A7804.html?cgid=210000,Chemise à imprimé Pop Animalier,1.595 €,France,"38,39,40,41,42",2020-03-30 20:00:56.487393
Nouveautés,or,€,"Pièce véritablement emblématique, ce collier choker Greca est orné de strass. Tous les bijoux Versace sont garantis sans nickel ni plomb. Tous les matériaux sont hypoallergéniques.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/collier-choker-crystal-greca-dco0h/DG18016-DJMX_DTU_UNICA_DCO0H__.html?cgid=210000,Collier choker Crystal Greca,1.190 €,France,no available,2020-03-30 20:00:56.691978
Nouveautés,or,€,Bracelet chaîne Greca orné d'une breloque Medusa et doté d'un fermoir mousqueton. Tous les bijoux Versace sont garantis sans nickel ni plomb. Tous les matériaux sont hypoallergéniques.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/bracelet-grecamania-d00h/DG07719-DJMT_DTU_UNICA_D00H__.html?cgid=210000,Bracelet Grecamania,290 €,France,no available,2020-03-30 20:00:56.776296
Nouveautés,or,€,"Aperçu lors du défilé Printemps-Été 2020, ce sac au style audacieux arbore la forme de l'emblématique Medusa. Présenté dans une palette de couleurs dégradée aux tonalités fumées, ce modèle se pare d'une bandoulière en chaîne argentée.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/sac-medusa-d91ap/DL28000-DLE55_DTU_UNICA_D91AP__.html?cgid=210000,Sac Medusa,1.490 €,France,no available,2020-03-30 20:00:56.895673
Nouveautés,noir,€,"Arborant un style véritablement percutant lorsqu'il est porté seul ou sur une chemise, ce gilet côtelé lamé viendra sublimer tout un ensemble de tenues de la collection Printemps-Été 2020.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/gilet-lame-a1008/A85880-A233602_A1008.html?cgid=210000,Gilet lamé,395 €,France,"46,48,50,52",2020-03-30 20:00:56.944842
Nouveautés,bleu,€,"Aperçu lors du défilé Printemps-Été 2020, ce sac au style audacieux arbore la forme de l'emblématique Medusa. Présenté dans une palette de couleurs dégradée aux tonalités fumées, ce modèle se pare d'une bandoulière en chaîne argentée.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/sac-medusa-d7pap/DL28000-DLE55_DTU_UNICA_D7PAP__.html?cgid=210000,Sac Medusa,1.490 €,France,no available,2020-03-30 20:00:57.130887
Nouveautés,animalier,€,Ce pull côtelé et lamé se porte seul ou sous un blazer cintré. Il est sublimé par un motif jaguar sauvage.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/pull-lame-a-motif-pop-animalier-a7804/A85671-A233613_A7804.html?cgid=210000,Pull lamé à motif Pop Animalier,895 €,France,"46,48,50,52",2020-03-30 20:00:57.166726
Nouveautés,or,€,"Bracelet doré Tribute orné du logo Versace, d'un motif Greca gravé et d'un clou Medusa. Tous les bijoux Versace sont garantis sans nickel ni plomb.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/bracelet-greca-logo-d00h/DG07497-DJMT_D00H.html?cgid=210000,Bracelet Greca Logo,370 €,France,"S,M,L,XL",2020-03-30 20:00:57.200176
Nouveautés,imprimer,€,"Confectionné en pur coton bio, ce T-shirt ajusté arbore l'imprimé Caravaggio : un motif issu des archives qui représente le dieu romain Bacchus peint à la main par Andy Dixon, un ami de la Maison.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/t-shirt-imprime-caravaggio-a7237/A77276-A234048_A7237.html?cgid=210000,T-shirt imprimé Caravaggio,595 €,France,"XS,S,M,L,XL,2XL",2020-03-30 20:00:57.550202
Nouveautés,imprimer,€,"Un accessoire de luxe pour un look habillé. Cette cravate pure soie est rehaussée de l'imprimé Seven Vessels, créé en collaboration avec Andy Dixon, un ami de la Maison. Il représente des vases opulents revisités dans des teintes fluorescentes.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/cravate-en-soie-a-imprime-seven-vessels-a7049/ICR7001-A233953_AS6_UNIC_A7049__.html?cgid=210000,Cravate en soie à imprimé Seven Vessels,160 €,France,no available,2020-03-30 20:00:57.798027
Nouveautés,noir,€,Portefeuille à deux volets en cuir de veau souple orné d'un motif Greca en relief. Orné d'un clou Medusa. Doté de multiples compartiments internes.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/portefeuille-medusa-losanges-greca-d41oh/DPU2463-DVBRF_DTU_UNICA_D41OH__.html?cgid=210000,Portefeuille Medusa losanges Greca,295 €,France,no available,2020-03-30 20:00:57.936182
Nouveautés,vert,€,Coque en silicone ornée d'une Medusa en trois dimensions et en relief.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/coque-medusa-dhl/DPY7657M-DPCME_DTU_UNICA_DHL__.html?cgid=210000,Coque Medusa,95 €,France,no available,2020-03-30 20:00:58.000439
Nouveautés,bleu,€,"Inspirées par l'anatomie du grand requin blanc, les baskets Squalo présentent une semelle plateforme épaisse pour prendre plus de hauteur. Cette nouvelle version arbore un design style chaussette en maille et des détails contrastés en dentelle. Elles possèdent une patte d'enfilage Greca à l'arrière.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/baskets-squalo-knit-kepzb/DSU7875-DTELCG_KEPZB.html?cgid=210000,Baskets Squalo Knit,995 €,France,"40,46",2020-03-30 20:00:58.037490
Nouveautés,imprimer,€,"Cette pièce complétera parfaitement toutes vos tenues. Confectionné en pure soie, cet élégant foulard est rehaussé de l'imprimé Caravaggio, un imprimé issu des archives qui représente le dieu romain Bacchus peint à la main par Andy Dixon, un ami de la Maison.",https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/foulard-en-soie-a-imprime-caravaggio-a7000/IFO9001-A233908_AS6_UNIC_A7000__.html?cgid=210000,Foulard en soie à imprimé Caravaggio,350 €,France,no available,2020-03-30 20:00:58.071386
Nouveautés,noir,€,Jean slim en denim stretch avec coutures contrastantes et éléments dorés.,https://www.versace.com/fr/fr-fr/hommes/nouveau/nouveautes/jean-slim-a813/A83289-A228580_A813.html?cgid=210000,Jean slim,350 €,France,"29,30,31,33",2020-03-30 20:00:58.106455
Garçons 4-14 Ans,noir,€,Pantalon de survêtement en jersey de coton orné du motif Medusa en contraste et de carreaux sur les côtés.,https://www.versace.com/fr/fr-fr/enfants-garcon/pantalon-de-survetement-medusa-ya71a/YD000075-YA00078_YA71A.html?cgid=330000,Pantalon de survêtement Medusa,165 €,France,"4A,5A,6A,8A,10A,12A,14A",2020-03-30 20:01:36.692011
Nouveau-né,imprimer,€,Robe à manches longues et ceinture en soie surpiquée à clous Medusa. Imprimé Savage Barocco et short assorti.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-bebe-a-imprime-savage-barocco-ya743/YE000044-YA00278_YA743.html?cgid=380000,Ensemble bébé à imprimé Savage Barocco,295 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:39.092375
Nouveau-né,bleu,€,Ces baskets en cuir sont dotées d'une fermeture à scratch ornée du logo Versace.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/baskets-a-logo-yy16/YFM00004-YB00232_YY16.html?cgid=380000,Baskets à logo,185 €,France,"15,16,17,18,19",2020-03-30 20:01:39.343920
Nouveau-né,rose,€,"Ornées du logo Versace sur les brides, ces ballerines en cuir sont idéales pour compléter un look décontracté. Elles sont dotées d'une fermeture à scratch.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/chaussures-en-cuir-nappa-a-logo-yy04/YFF00028-YB00065_YY04.html?cgid=380000,Chaussures en cuir nappa à logo,165 €,France,"15,16,17,18,19",2020-03-30 20:01:39.377823
Nouveau-né,imprimer,€,Grenouillère à manches longues avec imprimé Medusa Emoji sur l'ensemble. Col Claudine et fermeture boutonnée à l'arrière.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-motif-medusa-emoji-ya701/YE000037-YA00128_YA701.html?cgid=380000,Grenouillère à motif Medusa Emoji,140 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:39.528003
Nouveau-né,rose,€,Cette grenouillère en coton doux pour bébé est agrémentée d'un motif Jewel qui met en avant un éventail de bijoux emblématiques dans des tons pastel. Ce délicat modèle est rehaussé d'un col en popeline de coton et d'un bavoir.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-imprime-jewel-a7252/YE000121-A232774_A7252.html?cgid=380000,Grenouillère à imprimé Jewel,225 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:39.709571
Nouveau-né,bleu,€,Cet ensemble deux pièces confectionné en coton stretch est doté d'un col Claudine et de détails imprimés Jewel. Il comprend une grenouillère à manches longues et un bavoir assorti.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-bebe-a-imprime-jewel-a7350/YE000115-A232342_A7350.html?cgid=380000,Ensemble bébé à imprimé Jewel,215 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.563830
Nouveau-né,rose,€,Cet ensemble rehaussé de l'imprimé Pastel Medusa Emoji se compose d'une robe ras-du-cou à manches courtes et d'un short assorti. La robe est dotée d'une taille élastique à motif Greca.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-a-imprime-pastel-medusa-emoji-a7252/YE000133-A232350_A7252.html?cgid=380000,Ensemble à imprimé Pastel Medusa Emoji,180 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.605536
Nouveau-né,bleu,€,"Confectionnée en jersey de coton duveteux, cette grenouillère arbore un logo 90s Vintage imprimé lamé doré. Le modèle possède un col Claudine et une fermeture à bouton-pression.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-logo-90s-vintage-a1430/YE000152-YA00019_A1430.html?cgid=380000,Grenouillère à logo 90s Vintage,140 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.640000
Nouveau-né,imprimer,€,Grenouillère et bonnet à imprimé Medusa Emoji. La grenouillère présente un col Claudine.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-bebe-a-imprime-medusa-emoji-ya701/YE000055-YA00128_YA701.html?cgid=380000,Ensemble bébé à imprimé Medusa Emoji,195 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.674388
Nouveau-né,rose,€,"Confectionnée en jersey de coton duveteux, cette grenouillère arbore un logo 90s Vintage imprimé lamé doré. Le modèle possède un col Claudine et une fermeture à bouton-pression.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-logo-90s-vintage-a1253/YE000152-YA00019_A1253.html?cgid=380000,Grenouillère à logo 90s Vintage,140 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.709281
Nouveau-né,bleu,€,Cette grenouillère en coton stretch super doux est rehaussée d'un motif Medusa brodé et de bords-côtes à motif Greca. Le modèle est également doté de boutons sur l'épaule et les jambes.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-motif-medusa-a2428/YE000106-A233276_A2428.html?cgid=380000,Grenouillère à motif Medusa,140 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.743903
Nouveau-né,rose,€,Cette grenouillère ras-du-cou à manches longues en coton stretch super doux est rehaussée de l'imprimé Pastel Medusa Emoji. Un modèle unisexe pour un look amusant. Il se termine par une fermeture à boutons.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-imprime-pastel-medusa-emoji-a7252/YE000038-A232350_A7252.html?cgid=380000,Grenouillère à imprimé Pastel Medusa Emoji,150 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.778730
Nouveau-né,rose,€,"Confectionné en coton stretch doux, ce body léger pour bébé est doté d'un motif à logo orné de bijoux.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/body-a-logo-jewel-a1253/YE000131-YA00019_A1253.html?cgid=380000,Body à logo Jewel,120 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:40.813135
Nouveau-né,bleu,€,"Confectionnée en coton stretch super doux, cette grenouillère à col et à manches courtes est dotée d'un motif Medusa brodé. Le modèle présente également une taille élastique et des bords-côtes à motif Greca.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-motif-medusa-a2428/YE000122-A233276_A2428.html?cgid=380000,Grenouillère à motif Medusa,160 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:42.797245
Nouveau-né,rose,€,Cet ensemble deux pièces composé d'une robe sans manches et d'un short assorti est rehaussé de l'imprimé Jewel. Un imprimé qui présente un ensemble de bijoux classiques dans des tons pastel. La robe arbore quant à elle un logo Versace lamé doré.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-bebe-a-imprime-jewel-a7252/YE000110-A232342_A7252.html?cgid=380000,Ensemble bébé à imprimé Jewel,195 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:42.832309
Nouveau-né,imprimer,€,"Confectionné en coton stretch super doux, ce bavoir arbore l'imprimé Barocco Signature : un motif all-over représentant la signature manuscrite de Gianni Versace mêlée à des détails Medusa, feuille Baroque et V dorés.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/bavoir-a-imprime-barocco-signature-a7001/YE000142-A233329_Y001_UNI_A7001__.html?cgid=380000,Bavoir à imprimé Barocco Signature,60 €,France,no available,2020-03-30 20:01:42.872840
Nouveau-né,blanc,€,"Confectionnée en piqué de coton stretch super doux, cette grenouillère à col et à manches courtes est rehaussée d'un motif Medusa et de bords-côtes à motif Greca. La signature manuscrite de Gianni Versace est inscrite dans le dos de ce modèle doté d'une jupe et d'une fermeture à boutons sur le devant.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-jupe-medusa-a2019/YE000123-A233276_A2019.html?cgid=380000,Grenouillère jupe Medusa,170 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:42.907867
Nouveau-né,blanc,€,Cet ensemble rehaussé d'un logo 90s Versace Vintage et de détails Safety Pin est composé d'une grenouillère col Claudine à manches longues et d'un bavoir assorti.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-90s-vintage-versace-logo-a1002/YE000136-YA00019_A1002.html?cgid=380000,Ensemble 90s Vintage Versace Logo,195 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:42.949931
Nouveau-né,bleu,€,Cette grenouillère confectionnée en coton stretch est rehaussée de l'imprimé Jewel. L'imprimé inspiré du riche héritage de la Maison présente un ensemble de bijoux classiques dans des tons pastel.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-imprime-jewel-a7350/YE000038-A232774_A7350.html?cgid=380000,Grenouillère à imprimé Jewel,170 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:42.984669
Nouveau-né,bleu,€,Cette grenouillère à manches courtes est dotée d'un col polo. Le modèle est rehaussé de l'imprimé Jewel. L'imprimé inspiré du riche héritage de la Maison présente un ensemble de bijoux classiques dans des tons pastel.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-col-polo-a-imprime-jewel-a7350/YE000107-A232774_A7350.html?cgid=380000,Grenouillère col polo à imprimé Jewel,150 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:43.019298
Nouveau-né,rose,€,Cet ensemble deux pièces confectionné en coton stretch est doté d'un col Claudine et de détails imprimés Jewel. Il comprend une grenouillère à manches longues et un bavoir assorti.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-bebe-a-imprime-jewel-a7252/YE000115-A232342_A7252.html?cgid=380000,Ensemble bébé à imprimé Jewel,215 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:43.053748
Nouveau-né,imprimer,€,Cet ensemble rehaussé de l'imprimé Barocco Signature est composé d'une grenouillère col Claudine à manches longues et d'un bonnet assorti.,https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/ensemble-a-imprime-barocco-signature-a7001/YE000135-A233329_A7001.html?cgid=380000,Ensemble à imprimé Barocco Signature,245 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:43.234031
Nouveau-né,imprimer,€,"Cette grenouillère à manches longues confectionnée en coton stretch arbore l'imprimé Barocco Signature. Le modèle est également doté d'un col Claudine, d'un bavoir brodé intégré et d'une fermeture zippée sur l'arrière.",https://www.versace.com/fr/fr-fr/enfants/nouveau-ne/grenouillere-a-imprime-barocco-signature-a7001/YE000121-A233329_A7001.html?cgid=380000,Grenouillère à imprimé Barocco Signature,225 €,France,"0-3M,3-6M,6-9M,9-12M,12M18",2020-03-30 20:01:43.270242
Filles 6-36 mois,blanc,€,"Confectionné en coton stretch, ce t-shirt à col ras-du-cou offre un look décontracté pour des après-midi entre copains. Ce modèle est agrémenté d'un motif Medusa lamé couleur or et de la signature manuscrite de Gianni Versace.",https://www.versace.com/fr/fr-fr/enfants-filles/t-shirt-medusa-gv-signature-a1002/YB000136-YA00019_A1002.html?cgid=310000,T-shirt Medusa GV Signature,105 €,France,"3-6M,6-9M,9-12M,12M18,18M24,24M,36M",2020-03-30 20:01:44.224763
Filles 6-36 mois,rose,€,Ce t-shirt ras-du-cou en coton stretch super doux arbore le logo Versace avec des détails Rose Jewel. Le modèle est également doté de boutons sur l'épaule.,https://www.versace.com/fr/fr-fr/enfants-filles/t-shirt-avec-logo-imprime-rose-jewel-a1253/YA000153-YA00019_A1253.html?cgid=310000,T-shirt avec logo imprimé Rose Jewel,105 €,France,"3-6M,6-9M,9-12M,12M18,18M24,24M,36M",2020-03-30 20:01:44.278266
